name,target,ct,tm1,positive,location,sex,date
Wabash_P2_072023_76,galbut_1600_1601,19.703,84.448,Y,Wabash,unk,July
Wabash_P2_072023_77,galbut_1600_1601,31.108,83.717,N,Wabash,unk,July
Wabash_P2_072023_78,galbut_1600_1601,16.527,84.559,Y,Wabash,unk,July
Wabash_P2_072023_79,galbut_1600_1601,14.962,84.452,Y,Wabash,unk,July
Wabash_P2_072023_80,galbut_1600_1601,19.800,84.452,Y,Wabash,unk,July
Wabash_P2_072023_81,galbut_1600_1601,12.310,84.406,Y,Wabash,unk,July
Wabash_P2_072023_82,galbut_1600_1601,17.314,84.406,Y,Wabash,unk,July
Wabash_P2_072023_83,galbut_1600_1601,31.224,82.433,N,Wabash,unk,July
Wabash_P2_072023_84,galbut_1600_1601,15.404,84.536,Y,Wabash,unk,July
Wabash_P2_072023_85,galbut_1600_1601,21.780,84.560,Y,Wabash,unk,July
Wabash_P2_072023_86,galbut_1600_1601,12.044,84.560,Y,Wabash,unk,July
Wabash_P2_072023_87,galbut_1600_1601,21.928,84.448,Y,Wabash,unk,July
Wabash_P2_072023_88,galbut_1600_1601,12.921,84.448,Y,Wabash,unk,July
Wabash_P2_072023_89,galbut_1600_1601,21.305,84.419,Y,Wabash,unk,July
Wabash_P2_072023_90,galbut_1600_1601,22.599,84.559,Y,Wabash,unk,July
Wabash_P2_072023_91,galbut_1600_1601,0,60.000,N,Wabash,unk,July
Wabash_P2_072023_92,galbut_1600_1601,19.893,84.171,Y,Wabash,unk,July
Wabash_P3_082023_1,galbut_1600_1601,20.028,76.297,N,Wabash,unk,August
Wabash_P3_082023_2,galbut_1600_1601,0,73.487,N,Wabash,unk,August
Wabash_P3_082023_3,galbut_1600_1601,13.507,84.885,Y,Wabash,unk,August
Wabash_P3_082023_4,galbut_1600_1601,11.903,84.885,Y,Wabash,unk,August
Wabash_P3_082023_5,galbut_1600_1601,0,76.295,N,Wabash,unk,August
Wabash_P3_082023_6,galbut_1600_1601,28.872,84.582,Y,Wabash,unk,August
Wabash_P3_082023_7,galbut_1600_1601,13.637,84.607,Y,Wabash,unk,August
Wabash_P3_082023_8,galbut_1600_1601,10.525,84.607,Y,Wabash,unk,August
Wabash_P3_082023_9,galbut_1600_1601,27.766,84.710,Y,Wabash,unk,August
Wabash_P3_082023_10,galbut_1600_1601,11.888,84.429,Y,Wabash,unk,August
Wabash_P3_082023_11,galbut_1600_1601,31.312,72.349,N,Wabash,unk,August
Wabash_P3_082023_12,galbut_1600_1601,10.848,84.977,Y,Wabash,unk,August
Wabash_P3_082023_13,galbut_1600_1601,19.459,84.866,Y,Wabash,unk,August
Wabash_P3_082023_14,galbut_1600_1601,21.903,75.875,N,Wabash,unk,August
Wabash_P3_082023_15,galbut_1600_1601,29.867,72.514,N,Wabash,unk,August
Wabash_P3_082023_16,galbut_1600_1601,28.650,76.169,N,Wabash,unk,August
Wabash_P3_082023_17,galbut_1600_1601,32.464,72.503,N,Wabash,unk,August
Wabash_P3_082023_18,galbut_1600_1601,25.657,84.723,Y,Wabash,unk,August
Wabash_P3_082023_19,galbut_1600_1601,32.116,76.452,N,Wabash,unk,August
Wabash_P3_082023_20,galbut_1600_1601,10.749,84.607,Y,Wabash,unk,August
Wabash_P3_082023_21,galbut_1600_1601,31.145,73.057,N,Wabash,unk,August
Wabash_P3_082023_22,galbut_1600_1601,11.917,84.429,Y,Wabash,unk,August
Wabash_P3_082023_23,galbut_1600_1601,28.343,73.050,N,Wabash,unk,August
Wabash_P3_082023_24,galbut_1600_1601,28.095,76.418,N,Wabash,unk,August
Wabash_P3_082023_25,galbut_1600_1601,16.105,77.842,N,Wabash,unk,August
Wabash_P3_082023_26,galbut_1600_1601,29.117,81.635,N,Wabash,unk,August
Wabash_P3_082023_27,galbut_1600_1601,8.775,84.463,Y,Wabash,unk,August
Wabash_P3_082023_28,galbut_1600_1601,10.453,84.463,Y,Wabash,unk,August
Wabash_P3_082023_29,galbut_1600_1601,25.612,72.784,N,Wabash,unk,August
Wabash_P3_082023_30,galbut_1600_1601,30.674,76.295,N,Wabash,unk,August
Wabash_P3_082023_31,galbut_1600_1601,10.598,84.748,Y,Wabash,unk,August
Wabash_P3_082023_32,galbut_1600_1601,0,73.219,N,Wabash,unk,August
Wabash_P3_082023_33,galbut_1600_1601,31.757,76.286,N,Wabash,unk,August
Wabash_P3_082023_34,galbut_1600_1601,8.278,84.288,Y,Wabash,unk,August
Wabash_P3_082023_35,galbut_1600_1601,25.307,84.696,Y,Wabash,unk,August
Wabash_P3_082023_36,galbut_1600_1601,0,73.050,N,Wabash,unk,August
Wabash_P3_082023_37,galbut_1600_1601,30.571,72.083,N,Wabash,unk,August
Wabash_P3_082023_38,galbut_1600_1601,29.087,72.925,N,Wabash,unk,August
Wabash_P3_082023_39,galbut_1600_1601,32.029,76.169,N,Wabash,unk,August
Wabash_P3_082023_40,galbut_1600_1601,32.430,73.076,N,Wabash,unk,August
Wabash_P3_082023_41,galbut_1600_1601,26.240,72.644,N,Wabash,unk,August
Wabash_P3_082023_42,galbut_1600_1601,30.335,76.015,N,Wabash,unk,August
Wabash_P3_082023_43,galbut_1600_1601,9.987,84.185,Y,Wabash,unk,August
Wabash_P3_082023_44,galbut_1600_1601,11.796,84.607,Y,Wabash,unk,August
Wabash_P3_082023_45,galbut_1600_1601,9.803,84.710,Y,Wabash,unk,August
Wabash_P3_082023_46,galbut_1600_1601,0,73.198,N,Wabash,unk,August
Wabash_P3_082023_47,galbut_1600_1601,11.146,84.696,Y,Wabash,unk,August
Wabash_P3_082023_48,galbut_1600_1601,24.696,84.696,Y,Wabash,unk,August
Wabash_P3_082023_49,galbut_1600_1601,28.168,84.304,Y,Wabash,unk,August
Wabash_P3_082023_50,galbut_1600_1601,30.228,72.925,N,Wabash,unk,August
Wabash_P3_082023_51,galbut_1600_1601,12.524,84.604,Y,Wabash,unk,August
Wabash_P3_082023_52,galbut_1600_1601,11.331,84.604,Y,Wabash,unk,August
Wabash_P3_082023_53,galbut_1600_1601,25.866,84.723,Y,Wabash,unk,August
Wabash_P3_082023_54,galbut_1600_1601,30.282,76.015,N,Wabash,unk,August
Wabash_P3_082023_55,galbut_1600_1601,11.205,84.607,Y,Wabash,unk,August
Wabash_P3_082023_56,galbut_1600_1601,29.800,82.217,N,Wabash,unk,August
Wabash_P3_082023_57,galbut_1600_1601,16.907,84.008,Y,Wabash,unk,August
Wabash_P3_082023_58,galbut_1600_1601,10.401,84.569,Y,Wabash,unk,August
Wabash_P3_082023_59,galbut_1600_1601,15.645,84.696,Y,Wabash,unk,August
Wabash_P3_082023_60,galbut_1600_1601,27.800,84.696,Y,Wabash,unk,August
Wabash_P3_082023_61,galbut_1600_1601,29.679,82.337,N,Wabash,unk,August
Wabash_P3_082023_62,galbut_1600_1601,13.212,84.585,Y,Wabash,unk,August
Wabash_P3_082023_63,galbut_1600_1601,23.520,84.744,Y,Wabash,unk,August
Wabash_P3_082023_64,galbut_1600_1601,31.473,72.935,N,Wabash,unk,August
Wabash_P3_082023_65,galbut_1600_1601,10.998,84.161,Y,Wabash,unk,August
Wabash_P3_082023_66,galbut_1600_1601,10.792,84.161,Y,Wabash,unk,August
Wabash_P3_082023_67,galbut_1600_1601,22.070,84.467,Y,Wabash,unk,August
Wabash_P3_082023_68,galbut_1600_1601,22.580,72.375,N,Wabash,unk,August
Wabash_P3_082023_69,galbut_1600_1601,30.955,75.725,N,Wabash,unk,August
Wabash_P3_082023_70,galbut_1600_1601,13.854,84.148,Y,Wabash,unk,August
Wabash_P3_082023_71,galbut_1600_1601,26.765,84.416,Y,Wabash,unk,August
Wabash_P3_082023_72,galbut_1600_1601,24.382,84.416,Y,Wabash,unk,August
Wabash_P3_082023_73,galbut_1600_1601,19.312,84.304,Y,Wabash,unk,August
Wabash_P3_082023_74,galbut_1600_1601,30.969,76.297,N,Wabash,unk,August
Peaches_082023_1,galbut_1600_1601,13.421,84.482,Y,Unknown,unk,August
Peaches_082023_2,galbut_1600_1601,14.735,84.340,Y,Unknown,unk,August
Peaches_082023_3,galbut_1600_1601,17.700,84.504,Y,Unknown,unk,August
Peaches_082023_4,galbut_1600_1601,30.258,84.504,Y,Unknown,unk,August
Peaches_082023_5,galbut_1600_1601,13.902,84.340,Y,Unknown,unk,August
Peaches_082023_6,galbut_1600_1601,14.390,84.340,Y,Unknown,unk,August
Peaches_082023_7,galbut_1600_1601,27.325,84.509,Y,Unknown,unk,August
Peaches_082023_8,galbut_1600_1601,14.987,84.509,Y,Unknown,unk,August
Peaches_082023_9,galbut_1600_1601,31.900,84.469,Y,Unknown,unk,August
Peaches_082023_10,galbut_1600_1601,20.703,84.469,Y,Unknown,unk,August
Peaches_082023_11,galbut_1600_1601,23.286,84.595,Y,Unknown,unk,August
Peaches_082023_12,galbut_1600_1601,14.164,84.595,Y,Unknown,unk,August
Peaches_082023_13,galbut_1600_1601,17.638,84.482,Y,Unknown,unk,August
Peaches_082023_14,galbut_1600_1601,0,74.152,N,Unknown,unk,August
Peaches_082023_15,galbut_1600_1601,19.190,84.363,Y,Unknown,unk,August
Peaches_082023_16,galbut_1600_1601,24.667,84.504,Y,Unknown,unk,August
Peaches_082023_17,galbut_1600_1601,22.528,84.198,Y,Unknown,unk,August
Peaches_082023_18,galbut_1600_1601,17.697,84.340,Y,Unknown,unk,August
Peaches_082023_19,galbut_1600_1601,23.697,84.367,Y,Unknown,unk,August
Peaches_082023_20,galbut_1600_1601,14.255,84.509,Y,Unknown,unk,August
Peaches_082023_21,galbut_1600_1601,23.957,84.469,Y,Unknown,unk,August
Peaches_082023_22,galbut_1600_1601,14.104,84.328,Y,Unknown,unk,August
Peaches_082023_23,galbut_1600_1601,13.820,84.454,Y,Unknown,unk,August
Peaches_082023_24,galbut_1600_1601,23.263,84.595,Y,Unknown,unk,August
Peaches_082023_25,galbut_1600_1601,14.476,84.340,Y,Unknown,unk,August
Peaches_082023_26,galbut_1600_1601,14.905,84.199,Y,Unknown,unk,August
Peaches_082023_27,galbut_1600_1601,24.849,84.363,Y,Unknown,unk,August
Peaches_082023_28,galbut_1600_1601,13.928,84.363,Y,Unknown,unk,August
Peaches_082023_29,galbut_1600_1601,24.344,84.198,Y,Unknown,unk,August
Peaches_082023_30,galbut_1600_1601,13.822,84.057,Y,Unknown,unk,August
Peaches_082023_31,galbut_1600_1601,22.959,75.726,N,Unknown,unk,August
Peaches_082023_32,galbut_1600_1601,29.441,84.509,Y,Unknown,unk,August
Peaches_082023_33,galbut_1600_1601,14.289,84.186,Y,Unknown,unk,August
Peaches_082023_34,galbut_1600_1601,13.603,84.328,Y,Unknown,unk,August
Peaches_082023_35,galbut_1600_1601,13.477,84.312,Y,Unknown,unk,August
Peaches_082023_36,galbut_1600_1601,30.622,84.454,Y,Unknown,unk,August
Peaches_082023_37,galbut_1600_1601,25.316,84.340,Y,Unknown,unk,August
Peaches_082023_38,galbut_1600_1601,24.394,84.199,Y,Unknown,unk,August
Peaches_082023_39,galbut_1600_1601,22.129,84.363,Y,Unknown,unk,August
Peaches_082023_40,galbut_1600_1601,12.679,84.221,Y,Unknown,unk,August
Peaches_082023_41,galbut_1600_1601,14.397,84.198,Y,Unknown,unk,August
Peaches_082023_42,galbut_1600_1601,17.141,84.198,Y,Unknown,unk,August
Peaches_082023_43,galbut_1600_1601,13.768,84.367,Y,Unknown,unk,August
Peaches_082023_44,galbut_1600_1601,13.722,84.367,Y,Unknown,unk,August
Peaches_082023_45,galbut_1600_1601,12.970,84.186,Y,Unknown,unk,August
Peaches_082023_46,galbut_1600_1601,12.931,84.328,Y,Unknown,unk,August
Peaches_082023_47,galbut_1600_1601,14.069,84.312,Y,Unknown,unk,August
Peaches_082023_48,galbut_1600_1601,20.497,84.454,Y,Unknown,unk,August
Peaches_082023_49,galbut_1600_1601,13.967,84.199,Y,Unknown,unk,August
Peaches_082023_50,galbut_1600_1601,0,60.001,N,Unknown,unk,August
Peaches_082023_51,galbut_1600_1601,13.606,84.079,Y,Unknown,unk,August
Peaches_082023_52,galbut_1600_1601,22.204,84.221,Y,Unknown,unk,August
Peaches_082023_53,galbut_1600_1601,31.005,84.057,Y,Unknown,unk,August
Peaches_082023_54,galbut_1600_1601,23.962,84.198,Y,Unknown,unk,August
Peaches_082023_55,galbut_1600_1601,13.719,84.226,Y,Unknown,unk,August
Peaches_082023_56,galbut_1600_1601,14.370,84.226,Y,Unknown,unk,August
Peaches_082023_57,galbut_1600_1601,14.181,84.186,Y,Unknown,unk,August
Peaches_082023_58,galbut_1600_1601,28.835,84.186,Y,Unknown,unk,August
Peaches_082023_59,galbut_1600_1601,28.847,84.312,Y,Unknown,unk,August
Peaches_082023_60,galbut_1600_1601,14.351,84.312,Y,Unknown,unk,August
Peaches_082023_61,galbut_1600_1601,13.753,84.199,Y,Unknown,unk,August
Peaches_082023_62,galbut_1600_1601,13.666,84.199,Y,Unknown,unk,August
Peaches_082023_63,galbut_1600_1601,16.744,84.221,Y,Unknown,unk,August
Peaches_082023_64,galbut_1600_1601,13.779,84.221,Y,Unknown,unk,August
Peaches_082023_65,galbut_1600_1601,14.707,84.198,Y,Unknown,unk,August
Peaches_082023_66,galbut_1600_1601,27.907,84.340,Y,Unknown,unk,August
Peaches_082023_67,galbut_1600_1601,13.310,84.226,Y,Unknown,unk,August
Peaches_082023_68,galbut_1600_1601,13.842,84.226,Y,Unknown,unk,August
Peaches_082023_69,galbut_1600_1601,20.939,84.186,Y,Unknown,unk,August
Peaches_082023_70,galbut_1600_1601,13.981,84.186,Y,Unknown,unk,August
Peaches_082023_71,galbut_1600_1601,28.904,76.680,N,Unknown,unk,August
Peaches_082023_72,galbut_1600_1601,29.787,84.454,Y,Unknown,unk,August
Peaches_082023_73,galbut_1600_1601,22.377,84.199,Y,Unknown,unk,August
Peaches_082023_74,galbut_1600_1601,13.957,84.199,Y,Unknown,unk,August
Peaches_082023_75,galbut_1600_1601,14.090,84.221,Y,Unknown,unk,August
Peaches_082023_76,galbut_1600_1601,26.673,84.221,Y,Unknown,unk,August
Peaches_082023_77,galbut_1600_1601,13.191,84.198,Y,Unknown,unk,August
Peaches_082023_78,galbut_1600_1601,13.436,84.198,Y,Unknown,unk,August
Peaches_082023_79,galbut_1600_1601,30.098,84.226,Y,Unknown,unk,August
Peaches_082023_80,galbut_1600_1601,24.329,84.509,Y,Unknown,unk,August
Peaches_082023_81,galbut_1600_1601,12.542,84.045,Y,Unknown,unk,August
Peaches_082023_82,galbut_1600_1601,14.075,84.186,Y,Unknown,unk,August
Peaches_082023_83,galbut_1600_1601,13.257,84.312,Y,Unknown,unk,August
Peaches_082023_84,galbut_1600_1601,13.590,84.312,Y,Unknown,unk,August
Peaches_082023_85,galbut_1600_1601,24.539,74.576,N,Unknown,unk,August
Peaches_082023_86,galbut_1600_1601,28.459,84.340,Y,Unknown,unk,August
Peaches_082023_87,galbut_1600_1601,26.118,84.221,Y,Unknown,unk,August
Peaches_082023_88,galbut_1600_1601,13.769,84.221,Y,Unknown,unk,August
Peaches_082023_89,galbut_1600_1601,15.389,84.198,Y,Unknown,unk,August
Peaches_082023_90,galbut_1600_1601,25.838,84.198,Y,Unknown,unk,August
Peaches_082023_91,galbut_1600_1601,29.669,84.367,N,Unknown,unk,August
Peaches_082023_92,galbut_1600_1601,15.994,84.084,Y,Unknown,unk,August
Peaches_082023_93,galbut_1600_1601,31.554,84.045,N,Unknown,unk,August
Peaches_082023_94,galbut_1600_1601,25.252,84.186,Y,Unknown,unk,August
Peaches_082023_95,galbut_1600_1601,18.906,84.312,Y,Unknown,unk,August
Peaches_082023_96,galbut_1600_1601,19.056,72.863,N,Unknown,unk,August
1428_F_08032023_1,galbut_1600_1601,32.805,72.728,N,Elm,female,August
1428_F_08032023_2,galbut_1600_1601,29.572,84.606,Y,Elm,female,August
1428_F_08032023_3,galbut_1600_1601,26.929,85.621,N,Elm,female,August
1428_F_08032023_4,galbut_1600_1601,30.362,84.631,Y,Elm,female,August
1428_F_08032023_5,galbut_1600_1601,31.358,72.868,N,Elm,female,August
1428_F_08032023_6,galbut_1600_1601,28.940,84.462,Y,Elm,female,August
1428_F_08032023_7,galbut_1600_1601,28.718,85.060,N,Elm,female,August
1428_M_08032023_1,galbut_1600_1601,32.165,79.516,N,Elm,male,August
1428_M_08032023_2,galbut_1600_1601,31.859,85.031,N,Elm,male,August
1428_M_08032023_3,galbut_1600_1601,24.920,85.763,N,Elm,male,August
1428_M_08032023_4,galbut_1600_1601,13.332,84.631,Y,Elm,male,August
1428_M_08032023_5,galbut_1600_1601,28.147,84.604,Y,Elm,male,August
1428_M_08032023_6,galbut_1600_1601,22.416,84.462,Y,Elm,male,August
1428_M_08032023_7,galbut_1600_1601,27.518,84.777,Y,Elm,male,August
1428_M_08032023_8,galbut_1600_1601,31.524,84.777,Y,Elm,male,August
1428_M_08032023_9,galbut_1600_1601,33.522,72.578,N,Elm,male,August
1428_M_08032023_10,galbut_1600_1601,29.821,83.035,Y,Elm,male,August
1428_M_08032023_11,galbut_1600_1601,23.714,84.717,Y,Elm,male,August
1428_M_08032023_12,galbut_1600_1601,30.837,85.565,N,Elm,male,August
1428_F_08052023_8,galbut_1600_1601,13.797,84.465,Y,Elm,female,August
1428_F_08052023_9,galbut_1600_1601,28.571,85.313,N,Elm,female,August
1428_F_08052023_10,galbut_1600_1601,14.988,84.914,Y,Elm,female,August
1428_F_08052023_11,galbut_1600_1601,30.644,73.024,N,Elm,female,August
1428_F_08052023_12,galbut_1600_1601,30.835,72.868,N,Elm,female,August
1428_F_08052023_13,galbut_1600_1601,29.485,84.462,Y,Elm,female,August
1428_F_08052023_14,galbut_1600_1601,26.209,84.635,Y,Elm,female,August
1428_F_08052023_15,galbut_1600_1601,28.916,84.493,Y,Elm,female,August
1428_F_08052023_16,galbut_1600_1601,30.551,72.861,N,Elm,female,August
1428_F_08052023_17,galbut_1600_1601,13.225,84.731,Y,Elm,female,August
1428_F_08052023_18,galbut_1600_1601,29.209,84.576,Y,Elm,female,August
1428_F_08052023_19,galbut_1600_1601,31.193,85.706,N,Elm,female,August
1428_M_08052023_13,galbut_1600_1601,32.431,72.162,N,Elm,male,August
1428_M_08052023_14,galbut_1600_1601,34.097,72.445,N,Elm,male,August
1428_M_08052023_15,galbut_1600_1601,31.418,84.347,Y,Elm,male,August
1428_M_08052023_16,galbut_1600_1601,34.016,85.055,N,Elm,male,August
1428_M_08052023_17,galbut_1600_1601,25.986,85.028,N,Elm,male,August
1428_M_08052023_18,galbut_1600_1601,29.942,72.868,N,Elm,male,August
1428_M_08052023_19,galbut_1600_1601,32.486,72.885,N,Elm,male,August
1428_M_08052023_20,galbut_1600_1601,31.767,80.105,N,Elm,male,August
1428_M_08052023_21,galbut_1600_1601,12.878,84.448,Y,Elm,male,August
1428_M_08052023_22,galbut_1600_1601,30.602,84.307,Y,Elm,male,August
1428_M_08052023_23,galbut_1600_1601,25.208,85.565,N,Elm,male,August
1428_M_08052023_24,galbut_1600_1601,30.081,84.435,Y,Elm,male,August
1428_F_08052023_20,galbut_1600_1601,30.874,75.980,N,Elm,female,August
1428_F_08052023_21,galbut_1600_1601,29.387,85.455,N,Elm,female,August
1428_M_08052023_25,galbut_1600_1601,32.613,84.465,Y,Elm,male,August
1428_M_08052023_26,galbut_1600_1601,27.330,85.480,N,Elm,male,August
1428_M_08052023_27,galbut_1600_1601,31.361,82.507,N,Elm,male,August
1428_M_08052023_28,galbut_1600_1601,28.934,84.462,Y,Elm,male,August
1428_M_08052023_29,galbut_1600_1601,29.252,84.462,Y,Elm,male,August
1428_M_08052023_30,galbut_1600_1601,33.428,72.885,N,Elm,male,August
1428_M_08052023_31,galbut_1600_1601,32.604,81.237,N,Elm,male,August
1428_M_08052023_32,galbut_1600_1601,32.385,78.796,N,Elm,male,August
1428_M_08052023_33,galbut_1600_1601,31.594,82.329,N,Elm,male,August
1428_F_08132023_22,galbut_1600_1601,31.741,71.738,Y,Elm,female,August
1428_F_08132023_23,galbut_1600_1601,29.711,71.738,Y,Elm,female,August
1428_F_08132023_24,galbut_1600_1601,25.736,84.631,Y,Elm,female,August
1428_F_08132023_25,galbut_1600_1601,25.194,84.347,Y,Elm,female,August
1428_F_08132023_26,galbut_1600_1601,23.930,84.321,Y,Elm,female,August
1428_F_08132023_27,galbut_1600_1601,24.826,84.321,Y,Elm,female,August
1428_M_08132023_34,galbut_1600_1601,32.919,72.587,N,Elm,male,August
1428_M_08132023_35,galbut_1600_1601,31.924,84.465,Y,Elm,male,August
1428_M_08132023_36,galbut_1600_1601,26.579,84.347,Y,Elm,male,August
1428_M_08132023_37,galbut_1600_1601,29.463,84.347,Y,Elm,male,August
1428_M_08132023_38,galbut_1600_1601,33.403,81.776,N,Elm,male,August
1428_M_08132023_39,galbut_1600_1601,21.901,84.179,Y,Elm,male,August
1428_M_08132023_40,galbut_1600_1601,27.995,84.493,Y,Elm,male,August
1428_M_08132023_41,galbut_1600_1601,19.741,84.493,Y,Elm,male,August
1428_M_08132023_42,galbut_1600_1601,14.617,84.448,Y,Elm,male,August
1428_M_08132023_43,galbut_1600_1601,23.389,84.448,Y,Elm,male,August
1428_M_08132023_44,galbut_1600_1601,23.524,84.435,Y,Elm,male,August
500_F_082023_1,galbut_1600_1601,33.301,84.223,Y,Linden,female,August
500_F_082023_2,galbut_1600_1601,33.471,81.089,N,Linden,female,August
500_F_082023_3,galbut_1600_1601,29.714,84.394,Y,Linden,female,August
500_F_082023_4,galbut_1600_1601,32.564,79.116,N,Linden,female,August
500_F_082023_5,galbut_1600_1601,30.009,84.224,Y,Linden,female,August
500_F_082023_6,galbut_1600_1601,28.616,80.519,N,Linden,female,August
500_F_082023_7,galbut_1600_1601,29.475,84.401,Y,Linden,female,August
500_F_082023_8,galbut_1600_1601,29.653,84.401,Y,Linden,female,August
500_F_082023_9,galbut_1600_1601,14.379,84.347,Y,Linden,female,August
500_F_082023_10,galbut_1600_1601,27.735,84.062,Y,Linden,female,August
500_F_082023_11,galbut_1600_1601,12.852,84.478,Y,Linden,female,August
